threat-crank.py 0.2.1
I: searching for industries that match .* credit.*|.* financ.*|.* bank.*|.* trading.*|.* stocks.*|.* forex.*|.* payment.*
I: using https://raw.githubusercontent.com/mitre/cti/ATT&CK-v11.2/enterprise-attack/enterprise-attack.json
GCMAN;lateral-movement
lateral-movement;T1021.005
lateral-movement;CAPEC-555
Wizard Spider;execution
execution;T1053.005
Wizard Spider;persistence
persistence;T1053.005
Wizard Spider;privilege-escalation
privilege-escalation;T1053.005
Silence;collection
collection;T1113
collection;CAPEC-648
APT41;persistence
persistence;T1133
persistence;CAPEC-555
APT41;initial-access
initial-access;T1133
initial-access;CAPEC-555
BlackTech;resource-development
resource-development;T1588.003
Wizard Spider;discovery
discovery;T1033
discovery;CAPEC-577
APT41;command-and-control
command-and-control;T1105
APT41;persistence
persistence;T1574.001
persistence;CAPEC-471
APT41;privilege-escalation
privilege-escalation;T1574.001
privilege-escalation;CAPEC-471
APT41;defense-evasion
defense-evasion;T1574.001
defense-evasion;CAPEC-471
FIN4;collection
collection;T1056.002
collection;CAPEC-659
FIN4;credential-access
credential-access;T1056.002
credential-access;CAPEC-659
APT38;execution
execution;T1059.003
TA505;defense-evasion
defense-evasion;T1553.002
OilRig;credential-access
credential-access;T1003.005
Wizard Spider;defense-evasion
defense-evasion;T1070.004
Wizard Spider;execution
execution;T1059.003
Wizard Spider;discovery
discovery;T1518.001
discovery;CAPEC-581
BlackTech;initial-access
initial-access;T1566.001
initial-access;CAPEC-163
APT19;command-and-control
command-and-control;T1043
Sharpshooter;execution
execution;T1059.005
FIN6;defense-evasion
defense-evasion;T1036.004
Wizard Spider;initial-access
initial-access;T1566.001
initial-access;CAPEC-163
APT41;resource-development
resource-development;T1588.002
APT38;discovery
discovery;T1082
discovery;CAPEC-312
admin@338;discovery
discovery;T1069.001
FIN7;execution
execution;T1047
APT38;discovery
discovery;T1057
discovery;CAPEC-573
Deep Panda;defense-evasion
defense-evasion;T1564.003
Cobalt Group;command-and-control
command-and-control;T1071.004
Evilnum;persistence
persistence;T1574.001
persistence;CAPEC-471
Evilnum;privilege-escalation
privilege-escalation;T1574.001
privilege-escalation;CAPEC-471
Evilnum;defense-evasion
defense-evasion;T1574.001
defense-evasion;CAPEC-471
APT41;command-and-control
command-and-control;T1071.004
FIN6;collection
collection;T1213
RTM;persistence
persistence;T1574.001
persistence;CAPEC-471
RTM;privilege-escalation
privilege-escalation;T1574.001
privilege-escalation;CAPEC-471
RTM;defense-evasion
defense-evasion;T1574.001
defense-evasion;CAPEC-471
admin@338;defense-evasion
defense-evasion;T1036.005
defense-evasion;CAPEC-177
Andariel;execution
execution;T1204.002
Cobalt Group;discovery
discovery;T1518.001
discovery;CAPEC-581
FIN8;execution
execution;T1204.001
TA505;initial-access
initial-access;T1566.002
initial-access;CAPEC-163
Indrik Spider;impact
impact;T1486
Evilnum;defense-evasion
defense-evasion;T1497.001
Evilnum;discovery
discovery;T1497.001
FIN7;defense-evasion
defense-evasion;T1078
defense-evasion;CAPEC-560
FIN7;persistence
persistence;T1078
persistence;CAPEC-560
FIN7;privilege-escalation
privilege-escalation;T1078
privilege-escalation;CAPEC-560
FIN7;initial-access
initial-access;T1078
initial-access;CAPEC-560
OilRig;exfiltration
exfiltration;T1048.003
APT-C-36;execution
execution;T1059.005
APT38;command-and-control
command-and-control;T1105
FIN7;execution
execution;T1204.001
Wizard Spider;credential-access
credential-access;T1557.001
Wizard Spider;collection
collection;T1557.001
Silence;defense-evasion
defense-evasion;T1553.002
APT38;initial-access
initial-access;T1189
Evilnum;initial-access
initial-access;T1566.002
initial-access;CAPEC-163
TA505;command-and-control
command-and-control;T1071.001
FIN8;defense-evasion
defense-evasion;T1134.001
FIN8;privilege-escalation
privilege-escalation;T1134.001
DarkVishnya;command-and-control
command-and-control;T1571
Deep Panda;execution
execution;T1059.001
APT19;initial-access
initial-access;T1566.001
initial-access;CAPEC-163
APT19;execution
execution;T1059.001
RTM;initial-access
initial-access;T1189
OilRig;discovery
discovery;T1069.001
Cobalt Group;defense-evasion
defense-evasion;T1027
defense-evasion;CAPEC-267
FIN6;execution
execution;T1053.005
FIN6;persistence
persistence;T1053.005
FIN6;privilege-escalation
privilege-escalation;T1053.005
Silence;defense-evasion
defense-evasion;T1218.001
Wizard Spider;persistence
persistence;T1547.001
persistence;CAPEC-270
Wizard Spider;privilege-escalation
privilege-escalation;T1547.001
privilege-escalation;CAPEC-270
Carbanak;defense-evasion
defense-evasion;T1078
defense-evasion;CAPEC-560
Carbanak;persistence
persistence;T1078
persistence;CAPEC-560
Carbanak;privilege-escalation
privilege-escalation;T1078
privilege-escalation;CAPEC-560
Carbanak;initial-access
initial-access;T1078
initial-access;CAPEC-560
OilRig;discovery
discovery;T1033
discovery;CAPEC-577
FIN6;credential-access
credential-access;T1110.002
credential-access;CAPEC-55
FIN7;impact
impact;T1486
FIN6;persistence
persistence;T1547.001
persistence;CAPEC-270
FIN6;privilege-escalation
privilege-escalation;T1547.001
privilege-escalation;CAPEC-270
Evilnum;credential-access
credential-access;T1555
FIN7;execution
execution;T1204.002
APT41;collection
collection;T1056.001
collection;CAPEC-568
APT41;credential-access
credential-access;T1056.001
credential-access;CAPEC-568
FIN4;collection
collection;T1056.001
collection;CAPEC-568
FIN4;credential-access
credential-access;T1056.001
credential-access;CAPEC-568
FIN7;persistence
persistence;T1547.001
persistence;CAPEC-270
FIN7;privilege-escalation
privilege-escalation;T1547.001
privilege-escalation;CAPEC-270
Cobalt Group;execution
execution;T1059.007
FIN5;defense-evasion
defense-evasion;T1078
defense-evasion;CAPEC-560
FIN5;persistence
persistence;T1078
persistence;CAPEC-560
FIN5;privilege-escalation
privilege-escalation;T1078
privilege-escalation;CAPEC-560
FIN5;initial-access
initial-access;T1078
initial-access;CAPEC-560
APT41;defense-evasion
defense-evasion;T1218.011
TA505;impact
impact;T1486
APT41;command-and-control
command-and-control;T1071.002
FIN10;execution
execution;T1059.001
admin@338;execution
execution;T1203
APT41;discovery
discovery;T1083
discovery;CAPEC-127
discovery;CAPEC-497
OilRig;discovery
discovery;T1201
APT41;execution
execution;T1203
TA505;defense-evasion
defense-evasion;T1027.002
defense-evasion;CAPEC-570
FIN4;collection
collection;T1114.002
OilRig;execution
execution;T1059.005
FIN8;privilege-escalation
privilege-escalation;T1546.003
FIN8;persistence
persistence;T1546.003
TA505;execution
execution;T1559.002
Cobalt Group;defense-evasion
defense-evasion;T1218.008
Wizard Spider;discovery
discovery;T1018
discovery;CAPEC-292
Andariel;reconnaissance
reconnaissance;T1590.005
FIN8;defense-evasion
defense-evasion;T1070.004
OilRig;discovery
discovery;T1016
discovery;CAPEC-309
APT38;discovery
discovery;T1033
discovery;CAPEC-577
APT38;impact
impact;T1529
Indrik Spider;persistence
persistence;T1136
APT38;discovery
discovery;T1083
discovery;CAPEC-127
discovery;CAPEC-497
OilRig;defense-evasion
defense-evasion;T1027.005
Wizard Spider;defense-evasion
defense-evasion;T1078.002
defense-evasion;CAPEC-560
Wizard Spider;persistence
persistence;T1078.002
persistence;CAPEC-560
Wizard Spider;privilege-escalation
privilege-escalation;T1078.002
privilege-escalation;CAPEC-560
Wizard Spider;initial-access
initial-access;T1078.002
initial-access;CAPEC-560
Cobalt Group;defense-evasion
defense-evasion;T1220
Wizard Spider;defense-evasion
defense-evasion;T1112
defense-evasion;CAPEC-203
Sharpshooter;command-and-control
command-and-control;T1105
APT38;execution
execution;T1569.002
FIN6;execution
execution;T1059.007
FIN8;defense-evasion
